Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2006-11-27 10:00:00.000 +0100,Clear,1,8.522222222222224,8.522222222222224,0.85,4.6368,126.0,5.796,0.0,1028.64,Foggy starting in the evening.
2006-11-27 11:00:00.000 +0100,Clear,1,10.944444444444446,10.944444444444446,0.78,8.05,120.0,6.021400000000001,0.0,1028.53,Foggy starting in the evening.
2006-11-27 12:00:00.000 +0100,Clear,1,12.7,12.7,0.69,1.9964,75.0,6.9874,0.0,1028.03,Foggy starting in the evening.
2006-11-27 13:00:00.000 +0100,Clear,1,12.783333333333331,12.783333333333331,0.71,4.7334000000000005,7.0,6.9069,0.0,1027.9,Foggy starting in the evening.
2006-11-27 14:00:00.000 +0100,Clear,1,12.838888888888889,12.838888888888889,0.72,3.4937,11.0,7.0357,0.0,1027.61,Foggy starting in the evening.
2006-11-27 15:00:00.000 +0100,Clear,1,12.255555555555556,12.255555555555556,0.74,3.3005,32.0,7.0357,0.0,1027.7,Foggy starting in the evening.
2006-11-27 16:00:00.000 +0100,Clear,1,10.35,10.35,0.81,3.4132,25.0,6.166300000000001,0.0,1027.72,Foggy starting in the evening.
2006-11-27 17:00:00.000 +0100,Clear,1,7.816666666666666,7.816666666666666,0.95,1.61,20.0,4.9105,0.0,1028.13,Foggy starting in the evening.
2006-11-27 18:00:00.000 +0100,Clear,1,7.1000000000000005,7.1000000000000005,0.93,0.0,0.0,5.8604,0.0,1028.34,Foggy starting in the evening.
2006-11-27 19:00:00.000 +0100,Foggy,1,7.07222222222222,7.07222222222222,0.93,4.6046000000000005,12.0,2.0608,0.0,1028.5,Foggy starting in the evening.
2006-11-27 20:00:00.000 +0100,Foggy,1,5.944444444444446,5.944444444444446,0.93,0.1449,10.0,0.6440000000000001,0.0,1028.44,Foggy starting in the evening.
2006-11-27 21:00:00.000 +0100,Foggy,1,4.927777777777776,4.927777777777776,0.96,3.22,40.0,0.322,0.0,1028.81,Foggy starting in the evening.
2006-11-27 22:00:00.000 +0100,Foggy,1,3.6666666666666674,1.5722222222222213,0.99,8.05,0.0,0.5152,0.0,1028.92,Foggy starting in the evening.
2006-11-27 23:00:00.000 +0100,Foggy,1,2.2666666666666657,2.2666666666666657,0.96,0.0,0.0,0.161,0.0,1029.04,Foggy starting in the evening.
2006-11-28 00:00:00.000 +0100,Foggy,1,2.2222222222222223,2.2222222222222223,0.96,0.0,0.0,0.161,0.0,1029.13,Foggy throughout the day.
2006-11-28 01:00:00.000 +0100,Foggy,1,3.2888888888888896,1.122222222222224,1.0,8.05,0.0,0.2415,0.0,1027.91,Foggy throughout the day.
2006-11-28 02:00:00.000 +0100,Foggy,1,1.0888888888888897,1.0888888888888897,1.0,3.22,230.0,0.161,0.0,1029.1,Foggy throughout the day.
2006-11-28 03:00:00.000 +0100,Foggy,1,1.6444444444444448,1.6444444444444448,0.96,3.22,300.0,0.161,0.0,1029.01,Foggy throughout the day.
2006-11-28 04:00:00.000 +0100,Foggy,1,1.683333333333334,0.294444444444445,0.99,5.1037,5.0,0.161,0.0,1028.99,Foggy throughout the day.
2006-11-28 05:00:00.000 +0100,Foggy,1,2.177777777777779,2.177777777777779,0.92,3.22,290.0,0.161,0.0,1028.9,Foggy throughout the day.
2006-11-28 06:00:00.000 +0100,Foggy,1,1.1111111111111112,1.1111111111111112,1.0,3.22,290.0,0.161,0.0,1029.0,Foggy throughout the day.
2006-11-28 07:00:00.000 +0100,Foggy,1,1.1111111111111112,1.1111111111111112,1.0,4.1216,356.0,0.161,0.0,1029.01,Foggy throughout the day.
2006-11-28 08:00:00.000 +0100,Foggy,1,1.1555555555555546,1.1555555555555546,1.0,3.22,290.0,0.161,0.0,1029.49,Foggy throughout the day.
2006-11-28 09:00:00.000 +0100,Foggy,1,2.2666666666666657,2.2666666666666657,1.0,4.6851,8.0,0.161,0.0,1029.6,Foggy throughout the day.
2006-11-28 10:00:00.000 +0100,Foggy,1,3.0388888888888883,3.0388888888888883,1.0,2.3506,9.0,0.2737,0.0,1029.67,Foggy throughout the day.
2006-11-28 11:00:00.000 +0100,Foggy,1,4.027777777777778,4.027777777777778,1.0,4.83,10.0,0.161,0.0,1029.28,Foggy throughout the day.
2006-11-28 12:00:00.000 +0100,Foggy,1,5.183333333333333,3.466666666666668,1.0,7.615300000000001,9.0,0.6440000000000001,0.0,1028.58,Foggy throughout the day.
2006-11-28 13:00:00.000 +0100,Foggy,1,7.033333333333331,7.033333333333331,0.96,4.781700000000001,355.0,2.0769,0.0,1028.29,Foggy throughout the day.
2006-11-28 14:00:00.000 +0100,Foggy,1,7.266666666666666,7.266666666666666,0.93,4.5724,19.0,3.059,0.0,1027.89,Foggy throughout the day.
2006-11-28 15:00:00.000 +0100,Foggy,1,7.244444444444444,7.244444444444444,0.93,4.508,49.0,2.5760000000000005,0.0,1027.68,Foggy throughout the day.
2006-11-28 16:00:00.000 +0100,Foggy,1,6.516666666666665,5.050000000000002,0.98,7.5187,46.0,0.7567,0.0,1027.48,Foggy throughout the day.
2006-11-28 17:00:00.000 +0100,Foggy,1,6.133333333333333,6.133333333333333,0.93,4.5724,19.0,0.161,0.0,1027.69,Foggy throughout the day.
2006-11-28 18:00:00.000 +0100,Foggy,1,5.022222222222222,5.022222222222222,1.0,4.83,40.0,0.161,0.0,1027.69,Foggy throughout the day.
2006-11-28 19:00:00.000 +0100,Foggy,1,4.9,4.9,1.0,2.3184,25.0,0.0322,0.0,1027.79,Foggy throughout the day.
2006-11-28 20:00:00.000 +0100,Foggy,1,3.888888888888889,3.888888888888889,1.0,1.61,20.0,0.0,0.0,1027.79,Foggy throughout the day.
2006-11-28 21:00:00.000 +0100,Foggy,1,3.888888888888889,3.888888888888889,1.0,3.22,40.0,0.161,0.0,1027.79,Foggy throughout the day.
2006-11-28 22:00:00.000 +0100,Foggy,1,3.811111111111111,3.811111111111111,0.99,4.4758,34.0,0.161,0.0,1027.72,Foggy throughout the day.
2006-11-28 23:00:00.000 +0100,Foggy,1,4.444444444444445,4.444444444444445,0.96,0.0,0.0,0.161,0.0,1027.69,Foggy throughout the day.
2006-11-29 00:00:00.000 +0100,Foggy,1,4.444444444444445,4.444444444444445,0.96,0.0,0.0,0.161,0.0,1027.8,Foggy until afternoon.
2006-11-29 01:00:00.000 +0100,Foggy,1,5.072222222222224,5.072222222222224,0.99,1.4812,350.0,1.61,0.0,1033.72,Foggy until afternoon.
2006-11-29 02:00:00.000 +0100,Foggy,1,2.844444444444443,2.844444444444443,1.0,0.0,0.0,0.161,0.0,1027.79,Foggy until afternoon.
2006-11-29 03:00:00.000 +0100,Foggy,1,2.844444444444443,2.844444444444443,0.96,0.0,0.0,0.161,0.0,1027.79,Foggy until afternoon.
2006-11-29 04:00:00.000 +0100,Foggy,1,2.855555555555556,2.855555555555556,0.96,4.652900000000001,284.0,0.161,0.0,1027.96,Foggy until afternoon.
2006-11-29 05:00:00.000 +0100,Foggy,1,2.844444444444443,2.844444444444443,1.0,0.0,0.0,0.0,0.0,1027.78,Foggy until afternoon.
2006-11-29 06:00:00.000 +0100,Foggy,1,2.844444444444443,2.844444444444443,1.0,0.0,0.0,0.161,0.0,1028.18,Foggy until afternoon.
2006-11-29 07:00:00.000 +0100,Foggy,1,2.7999999999999994,2.7999999999999994,1.0,4.0733,89.0,0.161,0.0,1028.42,Foggy until afternoon.
2006-11-29 08:00:00.000 +0100,Foggy,1,2.822222222222221,2.822222222222221,1.0,0.0,0.0,0.161,0.0,1028.8,Foggy until afternoon.
2006-11-29 09:00:00.000 +0100,Foggy,1,2.822222222222221,2.822222222222221,1.0,3.0912,192.0,0.161,0.0,1029.39,Foggy until afternoon.
2006-11-29 10:00:00.000 +0100,Foggy,1,2.8500000000000014,2.8500000000000014,1.0,0.7728,230.0,0.1771,0.0,1030.0,Foggy until afternoon.
2006-11-29 11:00:00.000 +0100,Foggy,1,2.822222222222221,2.822222222222221,1.0,3.22,180.0,0.483,0.0,1030.08,Foggy until afternoon.
2006-11-29 12:00:00.000 +0100,Foggy,1,3.911111111111111,1.861111111111112,1.0,8.05,200.0,1.449,0.0,1029.98,Foggy until afternoon.
2006-11-29 13:00:00.000 +0100,Foggy,1,3.988888888888889,3.988888888888889,0.99,4.4758,213.0,1.5134,0.0,1030.1,Foggy until afternoon.
2006-11-29 14:00:00.000 +0100,Foggy,1,3.888888888888889,3.888888888888889,1.0,4.83,190.0,1.61,0.0,0.0,Foggy until afternoon.
2006-11-29 15:00:00.000 +0100,Foggy,1,5.0,5.0,0.93,3.22,260.0,1.61,0.0,0.0,Foggy until afternoon.
2006-11-29 16:00:00.000 +0100,Foggy,1,5.122222222222222,5.122222222222222,0.93,3.4132,288.0,1.7066,0.0,1031.04,Foggy until afternoon.
2006-11-29 22:00:00.000 +0100,Foggy,1,5.394444444444445,4.322222222222223,0.96,5.618900000000001,283.0,3.1717,0.0,1033.83,Foggy until afternoon.
2006-11-29 23:00:00.000 +0100,Foggy,1,5.3666666666666645,2.3000000000000003,0.96,14.49,200.0,2.9302,0.0,1034.22,Foggy until afternoon.
2006-11-03 18:00:00.000 +0100,Clear,0,-2.616666666666667,-6.26111111111111,0.84,9.4507,282.0,9.982,0.0,1023.96,Partly cloudy until evening.
2006-11-03 19:00:00.000 +0100,Clear,0,-2.105555555555555,-6.488888888888889,0.87,12.654600000000002,289.0,9.982,0.0,1024.47,Partly cloudy until evening.
2006-11-03 20:00:00.000 +0100,Clear,0,-1.1111111111111112,-5.872222222222223,0.81,15.552600000000002,299.0,9.982,0.0,1024.88,Partly cloudy until evening.
2006-11-03 21:00:00.000 +0100,Clear,0,-1.6666666666666667,-6.838888888888889,0.81,17.0499,299.0,14.9086,0.0,1025.59,Partly cloudy until evening.
2006-11-03 22:00:00.000 +0100,Clear,0,-2.272222222222222,-6.422222222222222,0.82,11.5437,308.0,14.168000000000005,0.0,1026.2,Partly cloudy until evening.
2006-11-30 00:00:00.000 +0100,Foggy,1,5.3666666666666645,2.855555555555556,0.96,11.27,210.0,2.9302,0.0,1034.72,Foggy starting overnight continuing until morning.
2006-11-30 02:00:00.000 +0100,Foggy,1,5.416666666666667,4.077777777777779,1.0,6.44,220.0,1.4168,0.0,1035.4,Foggy starting overnight continuing until morning.
2006-11-30 03:00:00.000 +0100,Foggy,1,5.416666666666667,5.416666666666667,1.0,3.2361,194.0,1.4168,0.0,1035.52,Foggy starting overnight continuing until morning.
2006-11-30 04:00:00.000 +0100,Foggy,1,5.450000000000001,5.450000000000001,0.95,3.6869,220.0,1.4973,0.0,1035.62,Foggy starting overnight continuing until morning.
2006-11-30 05:00:00.000 +0100,Foggy,1,4.977777777777778,2.3888888888888875,0.99,11.27,250.0,2.9624,0.0,1035.8,Foggy starting overnight continuing until morning.
2006-11-30 06:00:00.000 +0100,Foggy,1,4.977777777777778,4.977777777777778,1.0,0.6279,223.0,2.9785000000000004,0.0,1036.1,Foggy starting overnight continuing until morning.
2006-11-30 07:00:00.000 +0100,Foggy,1,5.011111111111113,5.011111111111113,0.98,2.9624,278.0,1.6905,0.0,1036.41,Foggy starting overnight continuing until morning.
2006-11-30 08:00:00.000 +0100,Foggy,1,5.994444444444444,5.994444444444444,0.93,1.5295,90.0,1.7549,0.0,1036.99,Foggy starting overnight continuing until morning.
2006-11-30 09:00:00.000 +0100,Foggy,1,6.016666666666666,4.000000000000002,0.99,9.499,194.0,2.5277000000000003,0.0,1037.41,Foggy starting overnight continuing until morning.
2006-11-30 16:00:00.000 +0100,Foggy,1,7.211111111111109,6.611111111111111,0.86,4.9749,19.0,3.2039,0.0,1037.77,Foggy starting overnight continuing until morning.
2006-11-04 05:00:00.000 +0100,Clear,0,-5.416666666666667,-10.15,0.88,11.3022,279.0,14.9086,0.0,1027.74,Partly cloudy until night.
2006-11-04 20:00:00.000 +0100,Clear,1,1.0388888888888874,-3.2888888888888896,0.93,16.0034,249.0,6.021400000000001,0.0,1026.66,Partly cloudy until night.
2006-11-04 22:00:00.000 +0100,Foggy,1,0.5944444444444446,-4.255555555555556,0.93,18.5472,230.0,2.8497000000000003,0.0,1025.26,Partly cloudy until night.
2006-11-05 06:00:00.000 +0100,Clear,1,6.111111111111111,2.1000000000000005,0.78,23.5865,269.0,6.3434,0.0,1021.45,Overcast until night and breezy overnight.
2006-11-05 07:00:00.000 +0100,Clear,1,6.161111111111113,2.449999999999998,0.75,20.8495,260.0,8.1949,0.0,1021.92,Overcast until night and breezy overnight.
2006-11-07 05:00:00.000 +0100,Clear,1,7.244444444444444,4.638888888888889,0.79,14.2646,280.0,9.982,0.0,1023.36,Partly cloudy until evening.
2006-11-07 06:00:00.000 +0100,Clear,1,7.200000000000001,5.077777777777778,0.79,11.2056,289.0,9.982,0.0,1023.67,Partly cloudy until evening.
2006-11-07 20:00:00.000 +0100,Clear,1,4.822222222222222,2.950000000000001,0.86,7.953400000000001,181.0,8.05,0.0,1025.31,Partly cloudy until evening.
2006-11-07 22:00:00.000 +0100,Clear,1,3.250000000000001,0.6777777777777771,0.92,9.6117,174.0,7.293300000000001,0.0,1025.91,Partly cloudy until evening.
2006-11-07 23:00:00.000 +0100,Clear,1,3.1555555555555554,1.5499999999999996,0.92,6.1824,161.0,6.118,0.0,1025.71,Partly cloudy until evening.
2006-11-08 00:00:00.000 +0100,Clear,1,2.105555555555555,0.294444444444445,0.92,6.327300000000001,181.0,6.118,0.0,1025.9,Foggy starting overnight continuing until morning.
2006-11-08 02:00:00.000 +0100,Foggy,1,1.5499999999999996,-0.1833333333333323,0.96,5.892600000000001,190.0,0.7406,0.0,1026.0,Foggy starting overnight continuing until morning.
2006-11-08 03:00:00.000 +0100,Foggy,1,1.5777777777777795,1.5777777777777795,0.92,3.0268,168.0,0.2898,0.0,1025.92,Foggy starting overnight continuing until morning.
2006-11-08 04:00:00.000 +0100,Foggy,1,1.5888888888888886,1.5888888888888886,0.96,2.9785000000000004,165.0,0.5313000000000001,0.0,1026.04,Foggy starting overnight continuing until morning.
2006-11-08 05:00:00.000 +0100,Foggy,1,1.0166666666666655,-1.4611111111111106,0.92,7.808499999999999,129.0,1.5295,0.0,1026.0,Foggy starting overnight continuing until morning.
2006-11-08 06:00:00.000 +0100,Foggy,1,1.0166666666666655,1.0166666666666655,0.92,4.7012,139.0,1.2880000000000005,0.0,1026.29,Foggy starting overnight continuing until morning.
2006-11-08 07:00:00.000 +0100,Foggy,1,1.2388888888888872,-0.994444444444444,0.99,7.148400000000001,144.0,1.1753,0.0,1026.4,Foggy starting overnight continuing until morning.
2006-11-08 08:00:00.000 +0100,Foggy,1,2.688888888888891,2.688888888888891,1.0,3.1717,138.0,1.4973,0.0,1026.71,Foggy starting overnight continuing until morning.
2006-11-08 09:00:00.000 +0100,Clear,1,6.038888888888888,4.449999999999999,0.86,7.695800000000001,121.0,4.4436,0.0,1026.98,Foggy starting overnight continuing until morning.
2006-11-08 10:00:00.000 +0100,Clear,1,8.666666666666666,8.294444444444444,0.79,4.8944,162.0,5.1681,0.0,1026.88,Foggy starting overnight continuing until morning.
2006-11-08 11:00:00.000 +0100,Clear,1,12.17222222222222,12.17222222222222,0.66,9.2253,169.0,5.0393,0.0,1026.49,Foggy starting overnight continuing until morning.
2006-11-08 12:00:00.000 +0100,Clear,1,13.883333333333336,13.883333333333336,0.59,11.1734,176.0,7.1323,0.0,1025.77,Foggy starting overnight continuing until morning.
2006-11-08 13:00:00.000 +0100,Clear,1,14.983333333333333,14.983333333333333,0.51,12.525800000000002,170.0,8.3398,0.0,1025.34,Foggy starting overnight continuing until morning.
2006-11-08 14:00:00.000 +0100,Clear,1,16.12777777777778,16.12777777777778,0.52,11.1412,178.0,8.9677,0.0,1024.68,Foggy starting overnight continuing until morning.
2006-11-08 15:00:00.000 +0100,Clear,1,15.088888888888889,15.088888888888889,0.6,8.211,168.0,8.05,0.0,1024.48,Foggy starting overnight continuing until morning.
2006-11-08 16:00:00.000 +0100,Clear,1,13.0,13.0,0.62,9.016,173.0,6.7298,0.0,1024.43,Foggy starting overnight continuing until morning.
2006-11-08 17:00:00.000 +0100,Clear,1,9.044444444444444,8.005555555555553,0.82,7.502600000000001,200.0,5.0393,0.0,1024.6,Foggy starting overnight continuing until morning.
2006-11-08 18:00:00.000 +0100,Clear,1,8.77222222222222,7.672222222222223,0.77,7.5992,190.0,6.0697,0.0,1024.92,Foggy starting overnight continuing until morning.
2006-11-08 19:00:00.000 +0100,Clear,1,7.33888888888889,7.33888888888889,0.81,3.5098000000000003,202.0,7.0035,0.0,1024.9,Foggy starting overnight continuing until morning.
2006-11-08 20:00:00.000 +0100,Clear,1,5.994444444444444,5.272222222222223,0.87,4.8783,261.0,7.776300000000001,0.0,1024.93,Foggy starting overnight continuing until morning.
2006-11-09 01:00:00.000 +0100,Clear,1,6.605555555555556,3.75,0.83,14.9408,278.0,13.0893,0.0,1024.28,Mostly cloudy starting in the morning continuing until night.
2006-11-09 05:00:00.000 +0100,Clear,1,2.966666666666669,0.6999999999999988,0.96,8.227100000000002,174.0,3.5581,0.0,1024.9,Mostly cloudy starting in the morning continuing until night.
2006-11-09 06:00:00.000 +0100,Foggy,1,2.5277777777777763,-0.5111111111111121,0.99,11.0124,192.0,2.6243,0.0,1024.87,Mostly cloudy starting in the morning continuing until night.
2006-11-09 07:00:00.000 +0100,Clear,1,4.322222222222223,1.744444444444445,0.99,10.5455,197.0,3.4293,0.0,1024.57,Mostly cloudy starting in the morning continuing until night.
2006-11-09 08:00:00.000 +0100,Clear,1,7.716666666666667,6.311111111111111,0.96,8.1305,209.0,4.9427,0.0,1024.09,Mostly cloudy starting in the morning continuing until night.
2006-11-09 23:00:00.000 +0100,Clear,1,8.305555555555557,5.877777777777776,0.76,14.731500000000002,299.0,9.982,0.0,1022.9,Mostly cloudy starting in the morning continuing until night.
2006-10-01 00:00:00.000 +0200,Clear,1,14.261111111111113,14.261111111111113,0.93,3.0751,130.0,6.0697,0.0,1017.53,Foggy in the morning.
2006-10-01 01:00:00.000 +0200,Clear,1,13.705555555555556,13.705555555555556,0.93,3.0429,158.0,6.0697,0.0,1017.43,Foggy in the morning.
2006-10-01 03:00:00.000 +0200,Clear,1,13.177777777777775,13.177777777777775,0.93,3.0268,178.0,5.9731000000000005,0.0,1017.52,Foggy in the morning.
2006-10-01 04:00:00.000 +0200,Clear,1,12.105555555555554,12.105555555555554,0.93,3.22,130.0,5.9731000000000005,0.0,1017.61,Foggy in the morning.
2006-10-01 05:00:00.000 +0200,Clear,1,12.272222222222224,12.272222222222224,0.94,5.474,145.0,6.5849,0.0,1017.66,Foggy in the morning.
2006-10-01 06:00:00.000 +0200,Foggy,1,10.994444444444444,10.994444444444444,0.93,4.83,150.0,1.8676,0.0,1017.6,Foggy in the morning.
2006-10-01 07:00:00.000 +0200,Foggy,1,10.97222222222222,10.97222222222222,1.0,4.652900000000001,138.0,2.1896000000000004,0.0,1017.71,Foggy in the morning.
2006-10-01 08:00:00.000 +0200,Clear,1,13.522222222222224,13.522222222222224,0.91,4.2826,149.0,4.717300000000001,0.0,1018.26,Foggy in the morning.
2006-10-01 09:00:00.000 +0200,Clear,1,17.105555555555554,17.105555555555554,0.82,4.8139,159.0,7.969500000000001,0.0,1018.28,Foggy in the morning.
2006-10-10 00:00:00.000 +0200,Clear,1,8.283333333333331,8.283333333333331,0.96,0.0,0.0,11.8979,0.0,1024.94,Partly cloudy starting in the morning continuing until evening.
2006-10-10 01:00:00.000 +0200,Clear,1,7.777777777777778,6.805555555555555,0.93,6.44,310.0,6.1985,0.0,1025.04,Partly cloudy starting in the morning continuing until evening.
2006-10-10 02:00:00.000 +0200,Clear,1,7.355555555555558,7.355555555555558,0.95,3.6708,347.0,14.7959,0.0,1024.1,Partly cloudy starting in the morning continuing until evening.
2006-10-10 03:00:00.000 +0200,Clear,1,7.127777777777776,7.127777777777776,0.96,3.3327,337.0,6.118,0.0,1024.95,Partly cloudy starting in the morning continuing until evening.
2006-10-10 04:00:00.000 +0200,Clear,1,6.0888888888888895,4.855555555555557,0.96,6.44,310.0,6.118,0.0,1025.04,Partly cloudy starting in the morning continuing until evening.
2006-10-10 05:00:00.000 +0200,Clear,1,5.211111111111112,5.211111111111112,0.99,3.6547,342.0,6.6976,0.0,1025.0,Partly cloudy starting in the morning continuing until evening.
2006-10-10 06:00:00.000 +0200,Clear,1,5.994444444444444,5.994444444444444,0.93,3.22,340.0,4.524100000000001,0.0,1025.04,Partly cloudy starting in the morning continuing until evening.
2006-10-10 07:00:00.000 +0200,Clear,1,5.972222222222222,5.972222222222222,1.0,4.83,330.0,4.4436,0.0,1025.72,Partly cloudy starting in the morning continuing until evening.
2006-10-10 08:00:00.000 +0200,Clear,1,9.55,9.55,0.99,3.9606,8.0,6.6493,0.0,1025.47,Partly cloudy starting in the morning continuing until evening.
2006-10-10 09:00:00.000 +0200,Clear,1,12.550000000000002,12.550000000000002,0.84,11.27,20.0,7.969500000000001,0.0,1025.75,Partly cloudy starting in the morning continuing until evening.
2006-10-10 22:00:00.000 +0200,Clear,1,9.927777777777775,9.927777777777775,0.89,4.7656,319.0,15.826300000000002,0.0,1023.94,Partly cloudy starting in the morning continuing until evening.
2006-10-10 23:00:00.000 +0200,Clear,1,9.038888888888891,9.038888888888891,0.93,2.5438,342.0,14.9569,0.0,1024.06,Partly cloudy starting in the morning continuing until evening.
2006-10-11 00:00:00.000 +0200,Clear,1,8.794444444444444,8.794444444444444,0.96,0.0,0.0,15.7297,0.0,1024.03,Foggy in the morning.
2006-10-11 01:00:00.000 +0200,Clear,1,7.683333333333333,7.683333333333333,0.96,0.0,0.0,15.697500000000002,0.0,1023.94,Foggy in the morning.
2006-10-11 03:00:00.000 +0200,Clear,1,7.688888888888891,7.688888888888891,0.96,3.0751,20.0,14.731500000000002,0.0,1023.64,Foggy in the morning.
2006-10-11 04:00:00.000 +0200,Clear,1,7.616666666666668,7.616666666666668,0.96,3.22,40.0,14.6832,0.0,1023.44,Foggy in the morning.
2006-10-11 05:00:00.000 +0200,Clear,1,6.733333333333332,6.733333333333332,0.96,3.2039,37.0,9.4024,0.0,1023.49,Foggy in the morning.
2006-10-11 06:00:00.000 +0200,Foggy,1,5.994444444444444,4.749999999999998,0.93,6.44,50.0,1.9803,0.0,1023.43,Foggy in the morning.
2006-10-11 07:00:00.000 +0200,Foggy,1,4.977777777777778,2.3888888888888875,1.0,11.27,40.0,1.8998,0.0,1023.42,Foggy in the morning.
2006-10-11 08:00:00.000 +0200,Clear,1,8.58888888888889,8.58888888888889,0.99,4.6207,77.0,4.8461,0.0,1023.68,Foggy in the morning.
2006-10-11 09:00:00.000 +0200,Clear,1,12.566666666666666,12.566666666666666,0.84,3.0912,126.0,6.021400000000001,0.0,1023.62,Foggy in the morning.
2006-10-12 11:00:00.000 +0200,Clear,1,17.705555555555556,17.705555555555556,0.52,16.583000000000002,130.0,9.982,0.0,1024.18,Partly cloudy until night.
2006-10-12 13:00:00.000 +0200,Clear,1,20.0,20.0,0.45,11.3022,138.0,16.1,0.0,1023.68,Partly cloudy until night.
2006-10-12 18:00:00.000 +0200,Clear,1,16.01111111111111,16.01111111111111,0.57,7.824600000000001,100.0,9.982,0.0,0.0,Partly cloudy until night.
2006-10-12 21:00:00.000 +0200,Clear,1,12.5,12.5,0.71,10.2718,147.0,9.982,0.0,1025.39,Partly cloudy until night.
2006-10-13 06:00:00.000 +0200,Clear,1,5.022222222222222,5.022222222222222,1.0,1.5778,77.0,5.9731000000000005,0.0,1027.31,Partly cloudy until night.
2006-10-13 07:00:00.000 +0200,Clear,1,5.994444444444444,5.994444444444444,0.93,3.1556,108.0,5.9248,0.0,1027.41,Partly cloudy until night.
2006-10-13 08:00:00.000 +0200,Clear,1,7.527777777777776,7.527777777777776,0.95,1.0787000000000002,50.0,5.313,0.0,1027.95,Partly cloudy until night.
2006-10-14 02:00:00.000 +0200,Clear,1,6.033333333333333,4.633333333333336,0.95,6.9874,8.0,8.935500000000001,0.0,1029.16,Foggy in the morning.
2006-10-14 06:00:00.000 +0200,Foggy,1,6.183333333333335,6.183333333333335,1.0,0.1449,270.0,2.5921000000000003,0.0,1029.42,Foggy in the morning.
2006-10-14 07:00:00.000 +0200,Foggy,1,6.183333333333335,6.183333333333335,0.93,3.22,240.0,1.4651,0.0,1029.81,Foggy in the morning.
2006-10-14 08:00:00.000 +0200,Foggy,1,7.494444444444446,7.494444444444446,0.98,4.83,61.0,2.5277000000000003,0.0,1030.23,Foggy in the morning.
2006-10-14 21:00:00.000 +0200,Clear,1,8.838888888888887,8.838888888888887,0.89,0.0,0.0,9.7083,0.0,1029.53,Foggy in the morning.
2006-10-14 22:00:00.000 +0200,Clear,1,8.77222222222222,8.06111111111111,0.89,6.0536,339.0,4.025,0.0,1029.83,Foggy in the morning.
2006-10-14 23:00:00.000 +0200,Clear,1,7.833333333333333,7.833333333333333,0.88,3.1556,316.0,9.3541,0.0,1029.84,Foggy in the morning.
2006-10-15 00:00:00.000 +0200,Clear,1,7.616666666666668,5.061111111111111,0.93,14.49,310.0,9.6761,0.0,1029.74,Foggy in the morning.
2006-10-15 01:00:00.000 +0200,Clear,1,7.083333333333333,4.41111111111111,0.93,14.49,310.0,9.6761,0.0,1029.52,Foggy in the morning.
2006-10-15 03:00:00.000 +0200,Clear,1,5.466666666666669,5.466666666666669,0.96,3.5581,288.0,7.824600000000001,0.0,1028.66,Foggy in the morning.
2006-10-15 04:00:00.000 +0200,Clear,1,5.955555555555555,5.955555555555555,0.96,3.5581,333.0,7.808499999999999,0.0,1028.55,Foggy in the morning.
2006-10-15 06:00:00.000 +0200,Foggy,1,6.038888888888888,6.038888888888888,1.0,4.6851,319.0,2.5438,0.0,1028.64,Foggy in the morning.
2006-10-15 07:00:00.000 +0200,Foggy,1,5.95,5.95,0.96,3.0751,330.0,2.9785000000000004,0.0,1028.44,Foggy in the morning.
2006-10-15 08:00:00.000 +0200,Foggy,1,6.311111111111111,6.311111111111111,0.99,3.6225,295.0,2.7531000000000003,0.0,1028.79,Foggy in the morning.
2006-10-15 09:00:00.000 +0200,Clear,1,9.888888888888888,9.888888888888888,0.93,0.0,0.0,4.3631,0.0,1028.24,Foggy in the morning.
2006-10-15 21:00:00.000 +0200,Clear,1,9.972222222222223,9.116666666666664,0.83,7.3738,29.0,9.6761,0.0,1023.15,Foggy in the morning.
2006-10-16 02:00:00.000 +0200,Clear,1,5.4944444444444445,2.4000000000000004,0.74,14.844200000000004,36.0,14.9569,0.0,1025.31,Partly cloudy until evening.
2006-10-16 18:00:00.000 +0200,Clear,1,10.988888888888887,10.988888888888887,0.51,21.3164,21.0,9.982,0.0,1023.98,Partly cloudy until evening.
2006-10-16 19:00:00.000 +0200,Clear,1,9.766666666666666,7.433333333333334,0.59,16.744000000000003,29.0,9.982,0.0,1024.78,Partly cloudy until evening.
2006-10-16 20:00:00.000 +0200,Clear,1,8.666666666666666,6.322222222222224,0.59,14.731500000000002,26.0,9.982,0.0,1025.14,Partly cloudy until evening.
2006-10-16 21:00:00.000 +0200,Clear,1,7.66111111111111,5.166666666666665,0.64,14.1197,12.0,9.982,0.0,1025.56,Partly cloudy until evening.
2006-10-16 22:00:00.000 +0200,Clear,1,7.127777777777776,4.516666666666668,0.66,14.1197,12.0,15.826300000000002,0.0,1025.89,Partly cloudy until evening.
2006-10-16 23:00:00.000 +0200,Clear,1,6.5388888888888905,3.3999999999999986,0.69,16.905,29.0,14.9569,0.0,1026.07,Partly cloudy until evening.
2006-10-17 00:00:00.000 +0200,Clear,1,5.972222222222222,2.677777777777778,0.69,17.0338,20.0,15.826300000000002,0.0,1026.39,Partly cloudy in the morning.
